Data Source;Indicadores del desarrollo mundial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;2026-01-28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
Nepal;NPL;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.99079;11.39166;13.49722;10.48057;9.32593;;;;;10.52313;12.27842;11.05385;11.58327;10.77751;9.68304;11.22859;10.45324;;;;;;;;;;
Nauru;NRU;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nueva Zelandia;NZL;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.57709;;;;;;;;;;;;;;;;21.67271;21.18582;20.84411;21.11448;;;;;;;;;
Miembros OCDE;OED;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.10304;23.516755;22.354025;23.06002;23.63757;24.331795;23.05623;22.88599;22.87955;22.80694;25.24489;26.9248;26.05485;24.822315;23.04534;23.19542;23.07045;22.73967;22.432585;;;;;;;;;
Omán;OMN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.90746;21.62649;;;;16.34575;;;12.25054;;;;15.0388;;17.59157;;20.53883;;;34.97368;36.02522;;;;;;;;
Otros Estados pequeos;OSS;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.707405;;25.1553;22.8178;26.16631;24.885095;27.7316;30.00381;;28.34709;32.12687;29.310285;26.74646;18.15235;21.198445;28.22603;26.46451;26.2497;;;;;;;;;
Pakistán;PAK;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.87309;13.9479;16.02248;;;;;;;;;;
Panamá;PAN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.50949;20.87805;13.71771;15.35444;;11.95733;;;14.48871;;;;9.18672;;;;;;;;;;;;;;
Perú;PER;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.24762;10.48457;10.20971;9.69256;9.17781;10.38448;10.60857;10.05427;10.42083;10.21761;10.45471;11.37876;10.64755;9.16381;10.52528;10.23723;12.77849;13.8863;13.93289;15.06599;14.64931;;;;;;;
Filipinas;PHL;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.66986;;;10.31704;9.08819;8.92556;9.83623;8.84724;8.90511;;8.8309;9.19364;;;;;;;;;;;;;;;;;
Palau;PLW;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Papua Nueva Guinea;PNG;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Polonia;POL;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.81468;;;;19.81825;19.68689;21.37206;22.0079;22.87955;21.77817;22.70049;23.74239;24.09019;23.31435;22.38784;22.88532;22.73332;22.34623;22.56102;;;;;;;;;
previa al dividendo demográfico;PRE;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Puerto Rico (US);PRI;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.60727;20.17815;;;;;;;;;;;
Corea, República Popular Democrática de;PRK;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Portugal;PRT;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.39854;27.45393;28.86026;28.96929;29.5211;32.70983;32.41884;31.53999;30.14913;30.21151;37.1795;34.8872;32.56221;27.56725;30.61593;29.07866;27.69333;;;;;;;;;;
Paraguay;PRY;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.66569;12.06286;10.27673;10.62564;9.31517;;;10.91447;;;11.16064;12.62;12.3136;;;;11.92418;;;;;;;;;
Ribera Occidental y Gaza;PSE;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Estados pequeos de las Islas del Pacfico;PSS;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
posterior al dividendo demográfico;PST;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.33024;25.50515;25.683165;25.378395;24.92199;24.6169;25.37782;27.61234;26.2857;25.89147;24.1497;24.117755;23.775505;23.05669;23.048605;;;;;;;;;
Polinesia Francesa;PYF;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qatar;QAT;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.85565;;;;;;;;;;;;;;;;
Rumania;ROU;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.8321;14.68813;15.81047;8.85216;15.6459;15.58671;15.63875;13.88837;11.84421;12.52425;13.97064;16.27173;16.19413;15.1606;;;;;;;;;
Federación de Rusia;RUS;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rwanda;RWA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.99465;;;;;;;29.26114;30.79338;;34.49434;36.07236;32.57273;37.42272;;31.21191;37.14513;;21.67381;;;;;;;
Asia meridional;SAS;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.99079;11.39166;18.72304;10.44781;11.27777;15.29029;;14.64983;;11.042535;12.27842;11.80759;11.40099;10.598035;9.68304;;;11.980405;;;;;;;;;
Arabia Saudita;SAU;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.60221;;;;;;;;;;;;;;;;;;
Sudán;SDN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Senegal;SEN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.6868;;;;;;;24.85249;24.26211;;19.78577;;25.26933;21.36241;18.64888;20.89553;24.6833;20.54068;11.42773;;11.4156;;;;;;;
Singapur;SGP;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.99204;15.6371;16.53481;;;;;;;21.63771;;;;;;;;
Islas Salomón;SLB;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sierra Leona;SLE;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.05762;11.5789;8.67264;;;5.51217;14.26684;;;;;;;;
El Salvador;SLV;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.64049;;8.24421;;10.81307;10.10743;;10.67232;9.24382;11.08977;11.17529;14.84428;13.05389;;11.63169;11.50642;11.86216;13.09878;15.0163;15.53204;15.0804;;;;;;;
San Marino;SMR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.21286;11.39374;;;;;;;;;;;;;;
República Federal de Somalia;SOM;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Serbia;SRB;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.24961;12.73452;12.82325;12.42232;12.3174;;;;11.11718;;;;;;;;;;
África al sur del Sahara (excluido altos ingresos);SSA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sudán del Sur;SSD;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.97597;;;;;11.94795;;;;;;;;;
África al sur del Sahara;SSF;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pequeños Estados;SST;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.707405;;25.1553;22.8178;26.16631;24.885095;27.7316;30.00381;;28.34709;32.12687;29.310285;26.74646;18.15235;21.198445;28.22603;26.46451;26.2497;;;;;;;;;
Santo Tomé y Príncipe;STP;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0547;19.08887;8.55706;;;;;;;;;;;
Suriname;SUR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
República Eslovaca;SVK;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.93639;;18.14052;15.85101;16.3786;18.26466;17.10819;16.50568;14.92814;14.46808;14.3347;14.65799;17.8898;18.94678;17.98288;18.4171;20.10297;20.95832;21.11401;20.08462;;;;;;;;;
Eslovenia;SVN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.1071;24.05205;24.32286;;;;;;;30.54208;30.79892;29.50126;25.82525;25.09888;23.9989;23.0407;;;;;;;;;
Suecia;SWE;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.00342;24.8775;24.42232;24.13673;24.33024;24.34073;31.60848;30.73941;29.90281;29.01087;29.16087;31.16577;30.18899;31.04577;24.67428;24.79329;24.47355;23.58743;23.75742;;;;;;;;;
Eswatini;SWZ;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.06451;24.76945;26.92297;22.8178;38.87277;24.87863;34.32874;30.00381;;27.92324;;27.64316;30.2759;;;28.22603;;;;;;;;;;;
Sint Maarten (Dutch part);SXM;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seychelles;SYC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.02645;;;;14.50746;15.80616;;;;;;;;7.16711;9.38732;12.4966;16.57061;;15.29976;;;;;;;;;
República Árabe Siria;SYR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.40428;18.51295;21.56725;23.36839;;24.36684;;;;;13.61996;;15.06868;;;14.24563;;;;;;;;;;;;;
Islas Turcas y Caicos;TCA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.55691;;;26.04556;;21.90039;;;;;;;;;;23.00828;;;18.42415;;;;;;;
Chad;TCD;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.74776;29.3979;;;;;;25.08256;24.75466;;;;17.95653;15.08423;21.36509;12.76379;17.73265;;;;;;;;;;;;
Asia oriental y el Pacífico (BIRF y la AIF);TEA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Europa y Asia central (BIRF y la AIF);TEC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Togo;TGO;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.48458;21.88008;;;;;;;16.90265;;;;15.26261;;;;;;;;;;;;;;
Tailandia;THA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.65279;18.82156;;;15.43465;;;14.77554;;;;7.03937;8.44554;14.0318;14.22716;18.40935;17.99841;;;;;;;;;;;;
Tayikistán;TJK;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Turkmenistán;TKM;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
América Latina y el Caribe (BIRF y la AIF);TLA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.89406;;10.81307;;11.95733;11.65195;;11.86758;14.72197;15.83277;14.031145;14.55474;13.49473;15.53822;15.2483;15.20393;15.0163;;;;;;;;;
Timor-Leste;TLS;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.4407;2.54014;4.35806;7.92381;;;;;;;;;;;
Oriente Medio y Norte de África (BIRF y la AIF);TMN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tonga;TON;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.63214;8.78997;7.45081;;;;;;;;;;;;;;;;;;;;;
Asia meridional (BIRF y la AIF);TSA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12.99079;11.39166;18.72304;10.44781;11.27777;15.29029;;14.64983;;11.042535;12.27842;11.80759;11.40099;10.598035;9.68304;;;11.980405;;;;;;;;;
África al sur del Sahara (BIRF y la AIF);TSS;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Trinidad y Tobago;TTO;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Túnez;TUN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.75478;;25.00291;24.55713;23.80676;21.6802;23.75261;21.22075;21.87577;;;24.55746;;;;;;;52.39924;;;;;;;;;;
Turquía;TUR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.75159;11.77253;11.23364;11.56828;13.5129;;;;;;;;;
Tuvalu;TUV;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tanzanía;TZA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.78248;;;;14.94763;;;;;;;;;;;
Uganda;UGA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ucrania;UKR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.50638;30.285;30.44893;25.91332;;25.63448;30.26498;;;;;;;;
Ingreso mediano alto;UMC;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.24485;;;15.885795;;;;;;;;;;;;
Uruguay;URY;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.45415;10.00018;9.5802;8.0054;6.49528;8.44965;9.90775;10.66985;;;;;14.6766;;;;;15.93141;16.15909;;;;;;;;
Estados Unidos;USA;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.28969;23.89396;22.76782;22.58939;22.36455;21.68055;22.1348;;;;;;;;;
Uzbekistán;UZB;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
San Vicente y las Granadinas;VCT;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.45057;;;;;22.37694;;17.40456;;21.6279;17.47394;18.66055;;21.59453;21.91968;21.10035;20.37058;19.96642;20.13922;;;;;;;
Venezuela;VEN;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.24842;7.96071;;16.28547;;;;;;14.79092;;;;;;;;;;
Islas Vírgenes Británicas;VGB;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.00726;;;12.68272;11.67684;16.14467;15.51244;;17.97091;17.77082;;;;;14.06042;;10.85147;;;;;;;;
Islas Vírgenes (EE.UU.);VIR;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viet Nam;VNM;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vanuatu;VUT;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;71.67264;61.32103;88.90806;;;;;;;;;;;;;;21.02094;;;;;;;;;;
Mundo;WLD;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.680485;;20.0836;;;;;;;;;;;;
Samoa;WSM;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.90575;8.44703;9.18233;;;;;;;;;;;;;;;13.02062;;;;;;;;;
Kosovo;XKX;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yemen, Rep. del;YEM;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.76636;;;;;;;;;;;;;;
Sudáfrica;ZAF;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.36805;17.83616;17.4304;16.98154;18.19248;18.97489;16.98142;16.21459;16.95974;15.44291;17.27179;19.37539;21.43582;21.079;;;19.08402;;19.5657;21.375;;;;;;;
Zambia;ZMB;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Zimbabwe;ZWE;Gasto por alumno, nivel secundario (% del PIB per cápita);SE.XPD.SECO.PC.ZS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.16475;22.24428;;;;;;;;;;;;
